,crop_path,painting_name,no_of_descriptors,no_of_matches,dist_median,dist_mean,dist_std,no_of_outliers,no_of_inliers,homography_norm,homography_det,directory,origin_painting,class,inliers_ratio,matches_ratio,inliers_to_descriptors_ratio,classification,set
34845,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_094.jpg,TheProcessionToCalvary,73,1.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.0136986301369863,0.0,0,train
33650,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_027.jpg,ChildrensGames,57,1.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.017543859649122806,0.0,0,train
69817,.\objects\reproductions\TheWeddingDance\crops\person\TheWeddingDance_rep_0.jpg,TheFightBetweenCarnivalAndLent,77,5.0,,,,,0.0,,,reproductions,TheWeddingDance,false,0.0,0.06493506493506493,0.0,0,train
23392,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_59.jpg,ChildrensGames,31,0.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.0,0.0,0,train
12902,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_070.jpg,TheFallofTheRebelAngels,40,0.0,,,,,0.0,,,reproductions,ChildrensGames,false,0.0,0.0,0.0,0,train
15849,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_243.jpg,ThePeasantDance,111,6.0,,,,,0.0,,,reproductions,ChildrensGames,false,0.0,0.05405405405405406,0.0,0,train
16681,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_290.jpg,ThePeasantDance,251,4.0,,,,,0.0,,,reproductions,ChildrensGames,false,0.0,0.01593625498007968,0.0,0,train
22731,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_521.jpg,TheProcessionToCalvary,202,9.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.04455445544554455,0.0,0,train
68745,.\objects\reproductions\TheTriumphOfTheDeath\crops\person\TheTriumphOfDeath_rep_147.jpg,TheFightBetweenCarnivalAndLent,295,9.0,,,,,0.0,,,reproductions,TheTriumphOfTheDeath,false,0.0,0.030508474576271188,0.0,0,train
4024,.\objects\paintings\TheDutchProverbs\crops\person\TheDutchProverbs46.jpg,TheLandOfCockaigne,1414,66.0,187.21725463867188,184.74556495204115,61.120601428869485,61.0,5.0,836.5958867522637,511.93826362007184,paintings,TheDutchProverbs,false,0.07575757575757576,0.04667609618104668,0.003536067892503536,0,train
2619,.\objects\paintings\TheAdorationOfTheKings\crops\person\TheAdorationOfTheKings11.jpg,TheProcessionToCalvary,80,1.0,,,,,0.0,,,paintings,TheAdorationOfTheKings,false,0.0,0.0125,0.0,0,train
70526,.\objects\reproductions\TheWeddingDance\crops\person\TheWeddingDance_rep_120.jpg,TheSermonOfSaintJohnTheBaptist,1102,21.0,183.9510803222656,179.99735296340216,57.10642192598692,17.0,4.0,2022.21532938272,27.66514761396643,reproductions,TheWeddingDance,false,0.19047619047619047,0.019056261343012703,0.003629764065335753,0,train
11532,.\objects\paintings\TheWineOfSaintMartinsDay\crops\person\TheWineOfSaintMartinsDay58.jpg,TheSermonOfSaintJohnTheBaptist,49,1.0,,,,,0.0,,,paintings,TheWineOfSaintMartinsDay,false,0.0,0.02040816326530612,0.0,0,train
71457,.\objects\reproductions\TheWeddingDance\crops\person\TheWeddingDance_rep_320.jpg,TheWineOfSaintMartinsDay,400,14.0,178.8876953125,183.1559126717704,54.32558031002297,9.0,5.0,2181.09763849733,0.1999737373054788,reproductions,TheWeddingDance,false,0.35714285714285715,0.035,0.0125,0,train
20331,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_216.jpg,TheProcessionToCalvary,224,5.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.022321428571428572,0.0,0,train
5347,.\objects\paintings\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent47.jpg,TheAdorationOfTheKings,952,25.0,239.49948120117188,233.03501647949216,40.03849400464005,20.0,5.0,1275.3637686928105,0.0707826798078128,paintings,TheFightBetweenCarnivalAndLent,false,0.2,0.026260504201680673,0.005252100840336135,0,train
55972,.\objects\reproductions\ThePeasantWedding\crops\person\ThePeasantWedding_rep_620.jpg,MassacreOfTheInnocents,70,1.0,,,,,0.0,,,reproductions,ThePeasantWedding,false,0.0,0.014285714285714285,0.0,0,train
42982,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_641.jpg,TheCornHarvest,339,2.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.0058997050147492625,0.0,0,train
27964,.\objects\reproductions\TheCornHarvest\crops\person\TheCornHarvest_rep_023.jpg,TheSermonOfSaintJohnTheBaptist,18,0.0,,,,,0.0,,,reproductions,TheCornHarvest,false,0.0,0.0,0.0,0,train
40674,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_366.jpg,ChildrensGames,135,5.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.037037037037037035,0.0,0,train
53784,.\objects\reproductions\ThePeasantWedding\crops\person\ThePeasantWedding_rep_222.jpg,TheFallofTheRebelAngels,130,5.0,,,,,0.0,,,reproductions,ThePeasantWedding,false,0.0,0.038461538461538464,0.0,0,train
48135,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_921.jpg,TheDutchProverbs,112,3.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.026785714285714284,0.0,0,train
48356,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_934.jpg,MassacreOfTheInnocents,201,8.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.03980099502487562,0.0,0,train
73599,.\objects\reproductions\TheWineOfSaintMartinsDay\crops\person\TheWineOfSaintMartinDay_rep_152.jpg,TheSermonOfSaintJohnTheBaptist,33,0.0,,,,,0.0,,,reproductions,TheWineOfSaintMartinsDay,false,0.0,0.0,0.0,0,train
18552,.\objects\reproductions\MadMeg\crops\person\MadMeg_rep_32.jpg,TheLandOfCockaigne,31,2.0,,,,,0.0,,,reproductions,MadMeg,false,0.0,0.06451612903225806,0.0,0,train
3597,.\objects\paintings\TheDutchProverbs\crops\person\TheDutchProverbs21.jpg,TheTriumphOfTheDeath,63,3.0,,,,,0.0,,,paintings,TheDutchProverbs,false,0.0,0.047619047619047616,0.0,0,train
71042,.\objects\reproductions\TheWeddingDance\crops\person\TheWeddingDance_rep_221.jpg,ChildrensGames,573,14.0,218.2821807861328,213.68961879185267,35.56932081913757,9.0,5.0,1999.450504975343,-0.6520793182949558,reproductions,TheWeddingDance,false,0.35714285714285715,0.02443280977312391,0.008726003490401396,0,train
41957,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_520.jpg,TheAdorationOfTheKings,66,4.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.06060606060606061,0.0,0,train
58664,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_147.jpg,TheFallofTheRebelAngels,400,10.0,205.57164764404297,199.40804290771484,46.33176351579518,6.0,4.0,1370.8300574422396,0.2840377542032695,reproductions,TheProcessionToCalvary,false,0.4,0.025,0.01,0,train
235,.\objects\paintings\ChildrensGames\crops\person\ChildrensGames111.jpg,TheProcessionToCalvary,158,9.0,,,,,0.0,,,paintings,ChildrensGames,false,0.0,0.056962025316455694,0.0,0,train
303,.\objects\paintings\ChildrensGames\crops\person\ChildrensGames15.jpg,TheWineOfSaintMartinsDay,48,1.0,,,,,0.0,,,paintings,ChildrensGames,false,0.0,0.020833333333333332,0.0,0,train
67726,.\objects\reproductions\TheTriumphOfTheDeath\crops\person\TheTriumphOfDeath_rep_033.jpg,TheSermonOfSaintJohnTheBaptist,112,3.0,,,,,0.0,,,reproductions,TheTriumphOfTheDeath,false,0.0,0.026785714285714284,0.0,0,train
56869,.\objects\reproductions\ThePeasantWedding\crops\person\ThePeasantWedding_rep_747.jpg,TheAdorationOfTheKings,657,33.0,172.9768829345703,179.31891493363813,41.317684185921735,28.0,5.0,395.933169258796,-0.0121933673381459,reproductions,ThePeasantWedding,false,0.15151515151515152,0.0502283105022831,0.0076103500761035,0,train
59370,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_2103.jpg,TheLandOfCockaigne,120,2.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.016666666666666666,0.0,0,train
64283,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_032.jpg,ThePeasantDance,936,52.0,144.82723236083984,154.38406841571515,60.88783440942277,46.0,6.0,1841.738311588024,0.001737264068017,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.11538461538461539,0.05555555555555555,0.00641025641025641,0,train
57599,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionTCalvary_rep_012.jpg,TheTriumphOfTheDeath,82,2.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.024390243902439025,0.0,0,train
75231,.\objects\reproductions\TheWineOfSaintMartinsDay\crops\person\TheWineOfSaintMartinDay_rep_28.jpg,TheSermonOfSaintJohnTheBaptist,200,3.0,,,,,0.0,,,reproductions,TheWineOfSaintMartinsDay,false,0.0,0.015,0.0,0,train
58611,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_144.jpg,MadMeg,54,2.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.037037037037037035,0.0,0,train
49140,.\objects\reproductions\TheLandOfCockaigne\crops\person\TheLandOfCockaigne_rep_34.jpg,MassacreOfTheInnocents,132,1.0,,,,,0.0,,,reproductions,TheLandOfCockaigne,false,0.0,0.007575757575757576,0.0,0,train
58388,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_131.jpg,MassacreOfTheInnocents,47,1.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.02127659574468085,0.0,0,train
43055,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_645.jpg,TheTriumphOfTheDeath,115,1.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.008695652173913044,0.0,0,train
13322,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_1102.jpg,ThePeasantWedding,921,33.0,168.3300323486328,167.56268125591856,38.93766750998948,28.0,5.0,1657.410914303328,-2.556400809476251e-05,reproductions,ChildrensGames,false,0.15151515151515152,0.035830618892508145,0.0054288816503800215,0,train
48400,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_936.jpg,TheWeddingDance,332,17.0,239.58297729492188,233.71394886690027,39.79833874225884,13.0,4.0,482.5331216567144,4.24292099690096,reproductions,TheFightBetweenCarnivalAndLent,false,0.23529411764705882,0.05120481927710843,0.012048192771084338,0,train
33618,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_025.jpg,ChildrensGames,47,2.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.0425531914893617,0.0,0,train
19324,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_116.jpg,TheSermonOfSaintJohnTheBaptist,128,3.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.0234375,0.0,0,train
16535,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_282.jpg,TheFightBetweenCarnivalAndLent,255,1.0,,,,,0.0,,,reproductions,ChildrensGames,false,0.0,0.00392156862745098,0.0,0,train
15119,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_2100.jpg,TheWineOfSaintMartinsDay,133,2.0,,,,,0.0,,,reproductions,ChildrensGames,false,0.0,0.015037593984962405,0.0,0,train
28681,.\objects\reproductions\TheDutchProverbs\crops\person\TheDutchProverbs_rep_017.jpg,TheLandOfCockaigne,114,2.0,,,,,0.0,,,reproductions,TheDutchProverbs,false,0.0,0.017543859649122806,0.0,0,train
63366,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_467.jpg,TheCornHarvest,406,6.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.014778325123152709,0.0,0,train
34883,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_097.jpg,MadMeg,128,0.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.0,0.0,0,train
4514,.\objects\paintings\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent111.jpg,MassacreOfTheInnocents,344,7.0,,,,,0.0,,,paintings,TheFightBetweenCarnivalAndLent,false,0.0,0.020348837209302327,0.0,0,train
49168,.\objects\reproductions\TheLandOfCockaigne\crops\person\TheLandOfCockaigne_rep_35.jpg,TheWeddingDance,397,11.0,216.3492584228516,212.6031563498757,42.27279955132954,7.0,4.0,58337.45802230062,-12074870.334078947,reproductions,TheLandOfCockaigne,false,0.36363636363636365,0.027707808564231738,0.010075566750629723,0,train
63587,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_48.jpg,MadMeg,108,3.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.027777777777777776,0.0,0,train
6424,.\objects\paintings\ThePeasantDance\crops\person\ThePeasantDance14.jpg,TheLandOfCockaigne,88,4.0,,,,,0.0,,,paintings,ThePeasantDance,false,0.0,0.045454545454545456,0.0,0,train
27079,.\objects\reproductions\TheAdorationOfTheKings\crops\person\TheAdorationOfTheKings_rep_214.jpg,TheFightBetweenCarnivalAndLent,423,8.0,,,,,0.0,,,reproductions,TheAdorationOfTheKings,false,0.0,0.018912529550827423,0.0,0,train
8942,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary63.jpg,TheWeddingDance,659,12.0,214.5004425048828,223.27423604329428,27.684819992497307,8.0,4.0,227.85349731227376,-1.5780816767927823,paintings,TheProcessionToCalvary,false,0.3333333333333333,0.018209408194233688,0.006069802731411229,0,train
41468,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_448.jpg,ThePeasantWedding,498,15.0,216.7417755126953,208.99287821451824,44.68605238898727,11.0,4.0,7013.800593139944,-68537.59544220379,reproductions,TheFightBetweenCarnivalAndLent,false,0.26666666666666666,0.030120481927710843,0.008032128514056224,0,train
49501,.\objects\reproductions\ThePeasantDance\crops\person\ThePeasantDance_rep_028.jpg,TheProcessionToCalvary,63,0.0,,,,,0.0,,,reproductions,ThePeasantDance,false,0.0,0.0,0.0,0,train
69907,.\objects\reproductions\TheWeddingDance\crops\person\TheWeddingDance_rep_015.jpg,MadMeg,158,12.0,234.9654998779297,244.48615137736,31.28798372315012,8.0,4.0,650.2500040094668,0.000506994449137,reproductions,TheWeddingDance,false,0.3333333333333333,0.0759493670886076,0.02531645569620253,0,train
27453,.\objects\reproductions\TheAdorationOfTheKings\crops\person\TheAdorationOfTheKings_rep_235.jpg,TheTriumphOfTheDeath,459,14.0,187.93118286132807,186.7487280709403,35.734920729648024,10.0,4.0,5810.862894716506,0.2106978255932686,reproductions,TheAdorationOfTheKings,false,0.2857142857142857,0.030501089324618737,0.008714596949891068,0,train
41076,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_426.jpg,MassacreOfTheInnocents,165,14.0,178.96721649169922,184.34924861363,54.88231020082786,9.0,5.0,805.4245683351189,0.0828804141424061,reproductions,TheFightBetweenCarnivalAndLent,false,0.35714285714285715,0.08484848484848485,0.030303030303030304,0,train
13678,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_12.jpg,TheWeddingDance,459,9.0,,,,,0.0,,,reproductions,ChildrensGames,false,0.0,0.0196078431372549,0.0,0,train
73567,.\objects\reproductions\TheWineOfSaintMartinsDay\crops\person\TheWineOfSaintMartinDay_rep_150.jpg,TheSermonOfSaintJohnTheBaptist,42,0.0,,,,,0.0,,,reproductions,TheWineOfSaintMartinsDay,false,0.0,0.0,0.0,0,train
33392,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_0115.jpg,TheWeddingDance,98,1.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.01020408163265306,0.0,0,train
67770,.\objects\reproductions\TheTriumphOfTheDeath\crops\person\TheTriumphOfDeath_rep_036.jpg,TheLandOfCockaigne,125,2.0,,,,,0.0,,,reproductions,TheTriumphOfTheDeath,false,0.0,0.016,0.0,0,train
1199,.\objects\paintings\ChildrensGames\crops\person\ChildrensGames66.jpg,TheWineOfSaintMartinsDay,320,5.0,,,,,0.0,,,paintings,ChildrensGames,false,0.0,0.015625,0.0,0,train
48715,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_954.jpg,ThePeasantDance,156,3.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.019230769230769232,0.0,0,train
67145,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_521.jpg,TheFightBetweenCarnivalAndLent,185,7.0,,,,,0.0,,,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.0,0.03783783783783784,0.0,0,train
36424,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_1071.jpg,TheFallofTheRebelAngels,775,20.0,215.5710906982422,208.08823356628417,56.36963781604079,15.0,5.0,1077.5721663834809,-17.55298495978901,reproductions,TheFightBetweenCarnivalAndLent,false,0.25,0.025806451612903226,0.0064516129032258064,0,train
54729,.\objects\reproductions\ThePeasantWedding\crops\person\ThePeasantWedding_rep_418.jpg,TheFightBetweenCarnivalAndLent,407,7.0,,,,,0.0,,,reproductions,ThePeasantWedding,false,0.0,0.0171990171990172,0.0,0,train
40763,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_38.jpg,ThePeasantDance,9,0.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.0,0.0,0,train
48757,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_957.jpg,TheAdorationOfTheKings,103,2.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.019417475728155338,0.0,0,train
64776,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_116.jpg,TheFallofTheRebelAngels,87,2.0,,,,,0.0,,,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.0,0.022988505747126436,0.0,0,train
20939,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_3.jpg,TheProcessionToCalvary,547,16.0,213.26758575439453,196.3730969429016,47.441222684035736,12.0,4.0,17082.050537847717,-456.7601036860967,reproductions,MassacreOfTheInnocents,false,0.25,0.029250457038391225,0.007312614259597806,0,train
3927,.\objects\paintings\TheDutchProverbs\crops\person\TheDutchProverbs40.jpg,TheFightBetweenCarnivalAndLent,2264,79.0,175.288330078125,180.5732159192049,48.77354054078333,74.0,5.0,797.07859330507,7.988210859871648,paintings,TheDutchProverbs,false,0.06329113924050633,0.03489399293286219,0.002208480565371025,0,train
20438,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_222.jpg,TheFallofTheRebelAngels,50,1.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.02,0.0,0,train
34267,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_061.jpg,ThePeasantDance,20,0.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.0,0.0,0,train
5274,.\objects\paintings\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent42.jpg,ThePeasantWedding,282,9.0,,,,,0.0,,,paintings,TheFightBetweenCarnivalAndLent,false,0.0,0.031914893617021274,0.0,0,train
21733,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_36.jpg,TheDutchProverbs,367,17.0,144.42645263671875,145.52526496438418,54.12444917686825,13.0,4.0,4342.483031815666,4.006269486053077,reproductions,MassacreOfTheInnocents,false,0.23529411764705882,0.04632152588555858,0.010899182561307902,0,train
48674,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_952.jpg,ChildrensGames,655,8.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.012213740458015267,0.0,0,train
64763,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_115.jpg,ThePeasantDance,270,14.0,174.87279510498047,172.83835983276367,55.27051146880624,8.0,6.0,1286.4277002769684,1.414154932166239,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.42857142857142855,0.05185185185185185,0.022222222222222223,0,train
62004,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_351.jpg,MassacreOfTheInnocents,118,6.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.05084745762711865,0.0,0,train
15737,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_237.jpg,ThePeasantDance,102,3.0,,,,,0.0,,,reproductions,ChildrensGames,false,0.0,0.029411764705882353,0.0,0,train
59280,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_19.jpg,TheWeddingDance,142,7.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.04929577464788732,0.0,0,train
60424,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_251.jpg,TheFallofTheRebelAngels,101,2.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.019801980198019802,0.0,0,train
64188,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_027.jpg,ThePeasantWedding,491,17.0,201.30325317382807,193.1964026058421,54.57565578121555,13.0,4.0,2378.328039657039,1089.202575386077,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.23529411764705882,0.034623217922606926,0.008146639511201629,0,train
50098,.\objects\reproductions\ThePeasantDance\crops\person\ThePeasantDance_rep_12.jpg,ChildrensGames,58,1.0,,,,,0.0,,,reproductions,ThePeasantDance,false,0.0,0.017241379310344827,0.0,0,train
38018,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_158.jpg,ChildrensGames,986,30.0,188.18655395507807,181.09090627034504,53.06301963494654,25.0,5.0,4582.347866872323,17.369900990387627,reproductions,TheFightBetweenCarnivalAndLent,false,0.16666666666666666,0.030425963488843813,0.005070993914807302,0,train
27390,.\objects\reproductions\TheAdorationOfTheKings\crops\person\TheAdorationOfTheKings_rep_231.jpg,TheWeddingDance,1604,46.0,213.80957794189453,211.4955902099609,36.995982358099496,41.0,5.0,2019.687057750976,-0.0021137285168949,reproductions,TheAdorationOfTheKings,false,0.10869565217391304,0.028678304239401497,0.003117206982543641,0,train
68550,.\objects\reproductions\TheTriumphOfTheDeath\crops\person\TheTriumphOfDeath_rep_136.jpg,TheCornHarvest,258,12.0,223.9737777709961,211.1763801574707,39.20291466966684,8.0,4.0,2157.6350941782234,-0.4182710349391891,reproductions,TheTriumphOfTheDeath,false,0.3333333333333333,0.046511627906976744,0.015503875968992248,0,train
51023,.\objects\reproductions\ThePeasantDance\crops\person\ThePeasantDance_rep_243.jpg,TheTriumphOfTheDeath,724,25.0,186.536865234375,185.75179138183597,39.22438481734574,20.0,5.0,3311.33285708596,-0.8825369450204059,reproductions,ThePeasantDance,false,0.2,0.034530386740331494,0.006906077348066298,0,train
41197,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_432.jpg,TheProcessionToCalvary,81,6.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.07407407407407407,0.0,0,train
76164,.\objects\reproductions\TheWineOfSaintMartinsDay\crops\person\TheWineOfSaintMartinDay_rep_422.jpg,-,0,0.0,,,,,0.0,,,reproductions,TheWineOfSaintMartinsDay,false,0.0,0.0,0.0,0,train
35786,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_1035.jpg,TheLandOfCockaigne,151,2.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.013245033112582781,0.0,0,train
27041,.\objects\reproductions\TheAdorationOfTheKings\crops\person\TheAdorationOfTheKings_rep_212.jpg,MadMeg,83,2.0,,,,,0.0,,,reproductions,TheAdorationOfTheKings,false,0.0,0.024096385542168676,0.0,0,train
69883,.\objects\reproductions\TheWeddingDance\crops\person\TheWeddingDance_rep_013.jpg,ThePeasantDance,30,1.0,,,,,0.0,,,reproductions,TheWeddingDance,false,0.0,0.03333333333333333,0.0,0,train
10048,.\objects\paintings\TheTriumphOfTheDeath\crops\person\TheTriumphOfTheDeath4.jpg,ChildrensGames,585,19.0,208.076904296875,203.7111005281147,33.77243046929311,14.0,5.0,3039.909643549796,2.876272503772402,paintings,TheTriumphOfTheDeath,false,0.2631578947368421,0.03247863247863248,0.008547008547008548,0,train
71396,.\objects\reproductions\TheWeddingDance\crops\person\TheWeddingDance_rep_318.jpg,MassacreOfTheInnocents,73,4.0,,,,,0.0,,,reproductions,TheWeddingDance,false,0.0,0.0547945205479452,0.0,0,train
75137,.\objects\reproductions\TheWineOfSaintMartinsDay\crops\person\TheWineOfSaintMartinDay_rep_263.jpg,TheWeddingDance,366,13.0,230.02609252929688,212.76690615140475,59.30505878173252,9.0,4.0,1178.04607981483,-0.0042536724456143,reproductions,TheWineOfSaintMartinsDay,false,0.3076923076923077,0.03551912568306011,0.01092896174863388,0,train
5552,.\objects\paintings\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent59.jpg,ChildrensGames,90,2.0,,,,,0.0,,,paintings,TheFightBetweenCarnivalAndLent,false,0.0,0.022222222222222223,0.0,0,train
45639,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_795.jpg,TheDutchProverbs,72,2.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.027777777777777776,0.0,0,train
69180,.\objects\reproductions\TheTriumphOfTheDeath\crops\person\TheTriumphOfDeath_rep_171.jpg,ThePeasantWedding,1404,41.0,205.74012756347656,198.43928565048589,62.51669990074125,35.0,6.0,2589.008593068668,0.0476788360981603,reproductions,TheTriumphOfTheDeath,false,0.14634146341463414,0.0292022792022792,0.004273504273504274,0,train
